cluster_id,timestamp,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_10,2025-12-12 20:30:00,15.25,14.82,79.03,56.36,136.11,30.6,203.52,6.76
cluster_01,2025-12-12 21:00:00,15.65,14.17,78.13,55.84,131.43,29.39,198.72,6.78
cluster_02,2025-12-12 21:00:00,15.49,,80.43,55.64,132.77,29.06,200.56,6.77
cluster_03,2025-12-12 21:00:00,14.69,13.66,80.4,58.1,134.28,30.27,197.93,6.71
cluster_04,2025-12-12 21:00:00,16.18,13.65,80.89,59.15,137.22,30.68,200.9,6.81
cluster_05,2025-12-12 21:00:00,14.43,13.77,79.57,63.92,144.24,31.38,204.02,6.92
cluster_06,2025-12-12 21:00:00,15.41,15.43,77.64,47.43,119.73,26.69,192.69,
cluster_07,2025-12-12 21:00:00,15.01,14.24,78.43,55.39,128.49,28.7,194.92,6.68
cluster_08,2025-12-12 21:00:00,14.59,14.77,78.87,53.11,132.87,29.63,195.18,
cluster_09,2025-12-12 21:00:00,13.86,14.37,80.81,56.07,133.28,28.89,199.38,6.79
cluster_10,2025-12-12 21:00:00,15.92,14.78,79.47,57.51,135.14,29.97,201.79,6.82
cluster_01,2025-12-12 21:30:00,13.35,13.48,76.52,54.1,,29.0,199.25,6.78
cluster_02,2025-12-12 21:30:00,14.71,13.6,82.37,55.98,134.3,30.15,200.74,6.88
cluster_03,2025-12-12 21:30:00,12.56,13.58,81.95,59.8,-135.82,30.35,200.95,6.82
cluster_04,2025-12-12 21:30:00,13.48,2.75,77.3,58.99,136.38,29.75,200.82,6.86
cluster_05,2025-12-12 21:30:00,12.94,12.49,77.88,63.68,141.95,31.02,202.09,6.88
cluster_06,2025-12-12 21:30:00,15.25,15.05,80.48,49.49,120.52,26.92,191.52,6.71
cluster_07,2025-12-12 21:30:00,14.11,13.92,85.51,53.35,127.9,28.97,196.76,6.78
cluster_08,2025-12-12 21:30:00,14.14,14.08,83.01,53.62,130.39,29.63,197.92,6.7
cluster_09,2025-12-12 21:30:00,12.98,13.55,81.12,56.51,133.02,29.16,194.49,
cluster_10,2025-12-12 21:30:00,12.51,13.03,77.81,58.81,133.3,29.92,199.8,6.77
cluster_01,2025-12-12 22:00:00,14.99,,79.91,55.19,131.44,30.08,203.27,6.83
cluster_02,2025-12-12 22:00:00,12.33,13.72,85.69,56.37,134.56,29.66,199.83,6.83
cluster_03,2025-12-12 22:00:00,13.87,12.68,80.11,59.24,134.86,30.07,198.45,6.71
cluster_04,2025-12-12 22:00:00,12.86,12.71,81.11,59.38,134.44,30.35,202.69,6.76
cluster_05,2025-12-12 22:00:00,13.13,11.31,81.66,65.79,142.57,31.4,205.64,6.88
cluster_06,2025-12-12 22:00:00,14.96,14.33,85.89,49.67,118.9,27.71,194.29,6.61
cluster_07,2025-12-12 22:00:00,13.38,14.02,81.52,270.46,128.1,30.01,197.42,6.73
cluster_08,2025-12-12 22:00:00,13.1,13.11,83.66,55.47,132.49,29.63,199.53,6.79
cluster_09,2025-12-12 22:00:00,13.03,13.54,84.61,56.93,132.03,29.68,199.62,6.77
cluster_10,2025-12-12 22:00:00,14.36,13.26,81.44,59.35,135.05,30.25,200.38,6.76
cluster_01,2025-12-12 22:30:00,12.28,11.59,83.39,54.28,129.51,28.73,198.38,6.8
cluster_02,2025-12-12 22:30:00,11.98,13.08,80.1,57.58,135.33,30.04,202.05,6.86
cluster_03,2025-12-12 22:30:00,11.65,11.77,84.66,58.71,134.94,30.36,201.58,6.8
cluster_04,2025-12-12 22:30:00,11.18,11.77,83.39,57.97,136.43,31.27,202.07,6.85
cluster_05,2025-12-12 22:30:00,11.2,11.68,81.96,62.97,141.53,31.12,205.42,6.89
cluster_06,2025-12-12 22:30:00,15.2,15.12,76.65,46.51,120.92,26.67,192.84,6.72
cluster_07,2025-12-12 22:30:00,14.14,12.12,,55.26,130.33,28.89,196.85,6.8
cluster_08,2025-12-12 22:30:00,12.88,13.62,82.98,56.56,132.08,29.63,198.71,6.82
cluster_09,2025-12-12 22:30:00,12.88,13.33,80.44,58.25,132.31,29.59,200.2,6.73
cluster_10,2025-12-12 22:30:00,13.01,11.85,85.84,,133.11,,197.87,6.82
cluster_01,2025-12-12 23:00:00,12.6,14.03,81.17,54.93,131.75,29.1,199.23,6.77
cluster_02,2025-12-12 23:00:00,11.28,12.92,81.24,56.55,134.69,30.16,40.3,6.77
cluster_03,2025-12-12 23:00:00,11.36,12.15,82.33,59.08,136.27,30.63,200.81,6.9
cluster_04,2025-12-12 23:00:00,12.0,-12.44,,58.24,136.53,30.25,204.95,6.73
cluster_05,2025-12-12 23:00:00,11.06,11.41,82.17,64.76,143.6,32.03,,6.87
cluster_06,2025-12-12 23:00:00,13.79,13.69,86.98,46.87,119.01,26.17,192.5,6.68
cluster_07,2025-12-12 23:00:00,13.85,13.77,85.26,51.83,130.23,30.1,197.14,6.72
cluster_08,2025-12-12 23:00:00,11.7,12.39,82.47,55.49,131.41,29.63,197.54,6.87
cluster_09,2025-12-12 23:00:00,12.76,12.68,81.37,54.77,26.0,29.26,202.74,6.76
cluster_10,2025-12-12 23:00:00,11.26,12.77,84.14,58.26,135.36,30.18,199.25,6.74
cluster_01,2025-12-12 23:30:00,13.29,12.76,87.73,55.98,131.35,29.75,200.38,6.82
cluster_02,2025-12-12 23:30:00,11.7,11.7,87.72,57.21,132.87,29.65,197.28,6.84
cluster_03,2025-12-12 23:30:00,11.61,11.52,83.18,55.7,137.46,30.4,196.85,6.84
cluster_04,2025-12-12 23:30:00,12.34,10.73,86.11,,27.2,30.61,199.5,6.81
cluster_05,2025-12-12 23:30:00,11.76,11.94,85.0,63.21,141.74,32.26,204.3,6.84
cluster_06,2025-12-12 23:30:00,12.42,14.35,82.97,48.59,119.31,28.18,192.54,6.77
cluster_07,2025-12-12 23:30:00,11.86,13.63,87.46,55.41,131.3,29.43,,6.71
cluster_08,2025-12-12 23:30:00,12.99,12.69,85.09,55.19,131.66,29.63,196.92,6.8
cluster_09,2025-12-12 23:30:00,12.03,13.13,83.47,272.67,131.2,29.35,199.11,6.82
cluster_10,2025-12-12 23:30:00,12.23,12.28,81.91,57.15,134.14,31.37,201.61,6.75
cluster_01,2025-12-13 00:00:00,12.08,12.28,86.84,52.78,131.08,29.99,200.63,6.86
cluster_02,2025-12-13 00:00:00,11.21,12.06,82.01,56.56,133.77,29.37,201.47,6.75
cluster_03,2025-12-13 00:00:00,12.09,12.73,86.33,57.1,133.66,29.65,201.69,6.77
cluster_04,2025-12-13 00:00:00,13.2,11.21,83.82,58.13,137.2,30.49,,6.81
cluster_05,2025-12-13 00:00:00,10.45,10.9,83.61,65.03,,30.75,206.01,6.8
cluster_06,2025-12-13 00:00:00,13.64,13.92,81.26,47.36,118.15,26.6,192.88,6.78
cluster_07,2025-12-13 00:00:00,12.13,12.75,83.78,51.17,128.71,29.18,197.21,6.67
cluster_08,2025-12-13 00:00:00,13.98,12.71,79.16,53.59,131.25,29.63,201.66,1.36
cluster_09,2025-12-13 00:00:00,11.04,12.1,87.17,55.52,131.78,29.16,200.46,6.83
cluster_10,2025-12-13 00:00:00,,11.97,85.76,55.51,134.23,30.17,201.53,1.38
cluster_01,2025-12-13 00:30:00,12.82,13.84,,53.52,132.62,29.19,200.46,6.81
cluster_02,2025-12-13 00:30:00,11.51,12.33,85.74,284.64,135.61,29.97,200.91,6.86
cluster_03,2025-12-13 00:30:00,10.89,11.38,84.45,59.57,137.15,30.15,201.81,6.82
cluster_04,2025-12-13 00:30:00,10.29,10.79,85.36,60.9,136.94,29.84,199.86,6.92
cluster_05,2025-12-13 00:30:00,10.58,12.06,86.39,64.99,140.92,32.07,206.25,6.85
cluster_06,2025-12-13 00:30:00,12.36,13.63,86.33,46.4,120.36,26.66,191.46,6.75
cluster_07,2025-12-13 00:30:00,12.0,-13.06,85.07,51.99,127.34,27.85,197.34,6.82
cluster_08,2025-12-13 00:30:00,11.13,12.66,84.54,54.02,132.56,29.63,198.89,6.7
cluster_09,2025-12-13 00:30:00,12.78,12.91,82.26,56.03,133.81,29.56,197.49,
cluster_10,2025-12-13 00:30:00,11.66,11.72,85.91,57.73,136.3,30.65,201.95,6.82
cluster_01,2025-12-13 01:00:00,13.26,13.16,86.15,55.17,131.65,28.82,199.54,6.78
cluster_02,2025-12-13 01:00:00,11.92,12.92,83.98,56.93,131.59,29.43,198.27,6.83
cluster_03,2025-12-13 01:00:00,10.62,11.54,82.28,57.16,134.96,30.74,198.72,6.82
cluster_04,2025-12-13 01:00:00,10.28,,80.97,57.76,136.08,30.23,199.11,6.81
cluster_05,2025-12-13 01:00:00,10.75,12.12,83.86,64.55,142.35,31.06,203.99,6.91
cluster_06,2025-12-13 01:00:00,13.76,13.81,85.69,47.84,118.28,27.8,970.18,6.69
cluster_07,2025-12-13 01:00:00,12.22,13.21,84.59,52.34,130.07,28.83,194.18,6.76
cluster_08,2025-12-13 01:00:00,12.02,11.5,84.91,55.4,130.21,29.63,201.67,6.81
cluster_09,2025-12-13 01:00:00,12.63,13.49,85.93,55.04,132.31,,198.64,6.82
cluster_10,2025-12-13 01:00:00,11.16,12.01,82.94,57.44,135.03,30.42,199.52,6.77
cluster_01,2025-12-13 01:30:00,11.97,12.64,81.33,53.89,131.56,30.19,196.27,
cluster_02,2025-12-13 01:30:00,13.46,13.07,84.99,56.66,132.5,29.33,200.29,6.83
cluster_03,2025-12-13 01:30:00,13.07,11.75,,58.27,137.64,30.79,201.97,6.84
cluster_04,2025-12-13 01:30:00,11.96,12.35,80.55,59.71,136.08,30.83,200.79,6.71
cluster_05,2025-12-13 01:30:00,11.44,2.36,-83.88,64.62,140.88,31.92,203.04,6.85
cluster_06,2025-12-13 01:30:00,14.78,14.44,86.98,47.11,119.12,27.0,191.64,6.8
cluster_07,2025-12-13 01:30:00,14.59,13.24,80.44,53.76,129.88,29.3,198.64,6.76
cluster_08,2025-12-13 01:30:00,12.12,12.75,84.1,55.81,131.58,29.63,197.31,6.79
cluster_09,2025-12-13 01:30:00,,13.22,84.64,55.48,133.74,29.58,196.19,6.79
cluster_10,2025-12-13 01:30:00,12.96,12.04,85.22,58.01,132.4,29.88,197.28,6.83
cluster_01,2025-12-13 02:00:00,14.57,14.31,84.09,54.07,128.99,28.56,201.24,6.73
cluster_02,2025-12-13 02:00:00,12.56,14.21,81.22,,134.16,30.35,201.68,6.75
cluster_03,2025-12-13 02:00:00,12.67,13.63,,59.32,135.85,29.65,199.14,6.77
cluster_04,2025-12-13 02:00:00,14.3,13.25,84.77,58.84,136.5,29.78,201.42,6.73
cluster_05,2025-12-13 02:00:00,12.47,12.03,84.11,62.95,142.82,31.74,205.76,6.86
cluster_06,2025-12-13 02:00:00,14.27,14.7,84.93,46.89,119.46,27.0,195.53,-6.63
cluster_07,2025-12-13 02:00:00,13.88,14.17,16.86,53.13,130.0,29.71,197.32,33.86
cluster_08,2025-12-13 02:00:00,12.56,13.51,84.03,55.76,130.74,29.63,197.67,6.83
cluster_09,2025-12-13 02:00:00,13.89,14.08,82.91,56.67,132.96,30.24,198.67,6.82
cluster_10,2025-12-13 02:00:00,11.13,12.45,83.84,58.12,133.36,29.8,202.21,6.84
cluster_01,2025-12-13 02:30:00,14.15,15.2,79.58,54.07,129.89,28.26,195.75,6.78
cluster_02,2025-12-13 02:30:00,13.59,13.8,81.91,56.01,132.75,29.18,200.3,6.75
cluster_03,2025-12-13 02:30:00,13.56,13.24,76.75,56.44,136.56,30.37,201.02,6.86
cluster_04,2025-12-13 02:30:00,12.97,13.34,83.16,57.35,135.65,30.07,206.49,6.84
cluster_05,2025-12-13 02:30:00,14.17,12.32,81.97,63.29,141.01,31.64,201.92,34.53
cluster_06,2025-12-13 02:30:00,15.0,16.06,86.31,45.4,119.67,27.43,196.21,6.63
cluster_07,2025-12-13 02:30:00,14.94,14.36,83.23,53.61,127.51,29.91,200.16,6.73
cluster_08,2025-12-13 02:30:00,12.5,14.53,77.11,54.34,130.21,29.63,201.03,6.75
cluster_09,2025-12-13 02:30:00,13.28,12.71,79.55,55.24,134.37,30.04,198.36,6.87
cluster_10,2025-12-13 02:30:00,13.1,13.34,80.75,58.0,132.5,30.33,203.08,6.87
cluster_01,2025-12-13 03:00:00,14.92,15.59,77.9,54.69,129.67,29.33,198.65,6.75
cluster_02,2025-12-13 03:00:00,13.97,15.11,81.66,55.93,132.82,30.11,201.87,
cluster_03,2025-12-13 03:00:00,14.3,14.38,79.77,57.9,136.25,29.43,198.47,6.69
cluster_04,2025-12-13 03:00:00,12.23,13.75,81.85,58.74,133.49,29.88,200.67,6.85
cluster_05,2025-12-13 03:00:00,14.36,13.07,77.45,64.25,143.62,31.47,204.13,6.91
cluster_06,2025-12-13 03:00:00,16.54,16.0,82.77,45.58,118.85,27.8,190.8,6.7
cluster_07,2025-12-13 03:00:00,15.06,14.36,77.67,54.46,127.21,28.78,195.95,6.71
cluster_08,2025-12-13 03:00:00,15.08,13.69,83.18,55.23,131.67,29.63,195.72,6.76
cluster_09,2025-12-13 03:00:00,,14.87,78.21,55.33,133.33,30.2,200.03,6.83
cluster_10,2025-12-13 03:00:00,14.99,13.91,79.39,59.08,135.13,30.57,202.11,6.81
cluster_01,2025-12-13 03:30:00,15.7,15.43,77.33,54.61,131.78,29.15,196.9,6.78
cluster_02,2025-12-13 03:30:00,15.68,14.8,79.01,56.65,133.51,29.95,204.72,33.86
cluster_03,2025-12-13 03:30:00,14.36,15.16,76.13,58.72,137.24,30.51,196.29,6.79
cluster_04,2025-12-13 03:30:00,14.76,14.26,77.83,58.9,136.28,30.94,199.16,6.83
cluster_05,2025-12-13 03:30:00,,13.68,76.73,64.06,142.31,32.43,201.32,6.83
cluster_06,2025-12-13 03:30:00,17.51,16.35,76.37,47.66,119.09,26.97,192.97,6.83
cluster_07,2025-12-13 03:30:00,15.59,15.19,77.34,52.92,129.65,29.54,194.09,6.73
cluster_08,2025-12-13 03:30:00,15.84,14.46,77.5,55.42,131.12,29.63,196.67,6.71
cluster_09,2025-12-13 03:30:00,3.22,14.95,80.27,53.62,133.8,28.35,197.88,6.84
cluster_10,2025-12-13 03:30:00,15.99,14.73,77.11,57.62,134.48,29.64,199.54,6.87
cluster_01,2025-12-13 04:00:00,15.79,16.78,74.97,56.73,131.21,28.85,197.78,6.78
cluster_02,2025-12-13 04:00:00,15.16,15.95,75.24,56.45,133.37,29.2,198.51,6.83
cluster_03,2025-12-13 04:00:00,15.77,16.83,75.84,58.04,136.72,31.32,,6.8
cluster_04,2025-12-13 04:00:00,,15.76,76.65,58.5,136.2,29.99,202.27,6.82
cluster_05,2025-12-13 04:00:00,15.12,-15.87,75.72,66.11,141.56,30.96,206.19,6.92
cluster_06,2025-12-13 04:00:00,17.28,17.7,74.13,48.32,604.76,27.86,191.67,6.69
cluster_07,2025-12-13 04:00:00,16.94,16.34,77.22,51.55,130.12,29.38,198.7,6.73
cluster_08,2025-12-13 04:00:00,15.45,16.59,76.77,54.1,132.07,29.63,200.55,6.67
cluster_09,2025-12-13 04:00:00,16.53,16.34,76.22,54.68,132.12,29.76,199.24,6.8
cluster_10,2025-12-13 04:00:00,3.12,15.26,74.55,55.95,133.93,30.22,202.16,6.71
cluster_01,2025-12-13 04:30:00,16.46,18.36,74.24,55.25,129.81,29.56,198.6,-6.81
cluster_02,2025-12-13 04:30:00,15.94,16.64,73.25,58.37,134.91,29.33,197.12,6.75
cluster_03,2025-12-13 04:30:00,16.34,16.69,79.55,60.23,135.3,29.8,200.16,6.86
cluster_04,2025-12-13 04:30:00,15.36,,73.69,60.48,137.83,31.21,196.99,6.88
cluster_05,2025-12-13 04:30:00,14.76,16.08,76.44,64.52,142.45,31.98,203.23,6.94
cluster_06,2025-12-13 04:30:00,19.24,19.18,74.22,45.68,119.18,26.2,,
cluster_07,2025-12-13 04:30:00,17.19,17.09,73.81,53.85,130.56,29.54,198.54,6.78
cluster_08,2025-12-13 04:30:00,17.19,16.59,71.25,54.24,130.32,29.63,196.56,6.72
cluster_09,2025-12-13 04:30:00,16.64,17.88,73.29,55.75,132.06,30.28,198.95,6.72
cluster_10,2025-12-13 04:30:00,17.12,16.57,68.74,59.31,133.04,30.69,207.02,6.77
cluster_01,2025-12-13 05:00:00,19.28,,68.72,55.09,130.5,,199.11,6.79
cluster_02,2025-12-13 05:00:00,17.79,18.15,73.14,57.06,135.21,30.53,200.21,6.85
cluster_03,2025-12-13 05:00:00,18.46,17.23,68.7,56.62,138.42,29.8,200.4,6.81
cluster_04,2025-12-13 05:00:00,18.23,17.97,71.15,60.05,135.54,31.05,201.54,6.8
cluster_05,2025-12-13 05:00:00,18.0,16.59,67.9,63.21,141.84,32.09,206.38,6.83
cluster_06,2025-12-13 05:00:00,19.98,20.09,70.98,48.42,119.75,27.66,196.74,6.64
cluster_07,2025-12-13 05:00:00,19.3,18.67,69.98,53.64,129.55,29.15,195.57,6.73
cluster_08,2025-12-13 05:00:00,17.4,17.21,61.6,55.21,132.32,29.63,195.54,6.7
cluster_09,2025-12-13 05:00:00,19.94,18.46,70.76,55.73,132.39,29.39,198.86,6.75
cluster_10,2025-12-13 05:00:00,17.49,16.55,65.88,58.16,135.75,31.03,200.49,6.81
cluster_01,2025-12-13 05:30:00,19.3,19.38,67.73,53.73,130.56,,198.83,6.81
cluster_02,2025-12-13 05:30:00,,18.42,71.52,56.0,133.17,29.52,201.87,6.75
cluster_03,2025-12-13 05:30:00,18.78,18.7,66.74,59.15,136.07,30.72,198.31,6.76
cluster_04,2025-12-13 05:30:00,17.65,18.22,62.47,58.8,133.03,30.44,200.81,6.87
cluster_05,2025-12-13 05:30:00,-17.31,18.69,67.58,63.59,141.79,32.09,204.47,6.85
cluster_06,2025-12-13 05:30:00,24.25,21.54,67.14,45.75,119.29,27.06,192.37,33.79
cluster_07,2025-12-13 05:30:00,19.61,19.13,62.59,54.86,130.55,28.17,194.0,6.87
cluster_08,2025-12-13 05:30:00,19.5,19.88,67.27,53.65,132.45,29.63,1010.73,6.8
cluster_09,2025-12-13 05:30:00,18.54,19.65,67.5,55.0,131.81,153.33,199.59,6.81
cluster_10,2025-12-13 05:30:00,19.85,19.84,67.81,56.55,134.45,30.44,197.6,6.83
cluster_01,2025-12-13 06:00:00,19.58,21.56,66.26,53.92,129.99,28.58,201.64,1.36
cluster_02,2025-12-13 06:00:00,20.79,20.37,63.95,57.16,134.33,29.48,199.1,6.84
cluster_03,2025-12-13 06:00:00,19.06,19.82,64.86,57.36,136.94,29.5,199.86,6.78
cluster_04,2025-12-13 06:00:00,20.56,18.88,64.53,57.14,136.88,29.96,202.74,6.74
cluster_05,2025-12-13 06:00:00,18.7,18.03,64.26,64.37,144.23,32.99,200.86,6.94
cluster_06,2025-12-13 06:00:00,20.28,22.45,66.48,45.24,118.78,27.82,193.49,
cluster_07,2025-12-13 06:00:00,20.99,21.5,64.89,52.0,128.61,28.99,200.91,6.81
cluster_08,2025-12-13 06:00:00,21.01,20.16,63.71,56.19,131.36,29.63,196.22,6.76
cluster_09,2025-12-13 06:00:00,19.74,20.15,66.98,55.19,132.41,30.32,199.11,6.78
cluster_10,2025-12-13 06:00:00,18.98,19.95,60.44,58.24,136.25,31.02,199.19,6.78
cluster_01,2025-12-13 06:30:00,21.68,21.08,11.97,53.59,130.17,30.04,199.22,6.68
cluster_02,2025-12-13 06:30:00,20.93,22.12,60.42,56.31,133.08,30.08,202.56,6.84
cluster_03,2025-12-13 06:30:00,21.72,20.67,60.66,58.67,133.67,29.87,201.6,6.84
cluster_04,2025-12-13 06:30:00,20.74,19.98,61.92,57.98,136.4,29.32,202.44,6.77
cluster_05,2025-12-13 06:30:00,20.07,19.51,60.61,61.9,142.31,31.39,207.67,6.87
cluster_06,2025-12-13 06:30:00,24.39,23.66,56.53,45.21,119.72,,193.7,6.75
cluster_07,2025-12-13 06:30:00,21.24,21.16,61.06,53.79,130.11,28.55,200.68,6.8
cluster_08,2025-12-13 06:30:00,20.19,21.65,61.53,54.76,130.16,29.63,199.19,6.76
cluster_09,2025-12-13 06:30:00,20.71,21.67,63.43,54.44,133.13,29.44,201.16,6.81
cluster_10,2025-12-13 06:30:00,20.73,20.69,66.69,57.98,135.04,29.67,201.61,6.82
cluster_01,2025-12-13 07:00:00,22.67,22.96,61.24,54.73,130.35,29.62,198.04,33.63
cluster_02,2025-12-13 07:00:00,21.65,21.99,64.48,58.08,135.45,30.2,197.1,6.77
cluster_03,2025-12-13 07:00:00,21.05,21.89,62.86,59.38,134.26,30.78,200.83,6.8
cluster_04,2025-12-13 07:00:00,22.11,20.94,62.43,58.22,135.62,29.79,199.61,6.72
cluster_05,2025-12-13 07:00:00,19.28,20.12,60.72,13.01,142.89,32.1,207.14,6.77
cluster_06,2025-12-13 07:00:00,22.96,,59.63,46.2,121.14,26.72,191.14,6.68
cluster_07,2025-12-13 07:00:00,24.29,,59.03,52.45,130.06,29.04,192.96,6.77
cluster_08,2025-12-13 07:00:00,21.7,22.67,60.44,54.18,132.31,29.63,199.04,6.74
cluster_09,2025-12-13 07:00:00,22.27,20.61,,55.0,133.54,29.61,198.48,6.88
cluster_10,2025-12-13 07:00:00,21.79,20.76,56.21,57.2,136.46,30.42,197.55,6.78
cluster_01,2025-12-13 07:30:00,24.53,23.62,57.28,53.07,128.72,29.28,199.83,6.78
cluster_02,2025-12-13 07:30:00,24.36,22.87,55.06,56.73,,29.95,201.5,6.83
cluster_03,2025-12-13 07:30:00,24.04,23.22,57.5,56.63,136.33,30.08,201.2,6.78
cluster_04,2025-12-13 07:30:00,21.92,21.88,58.53,58.02,135.05,29.73,,6.81
cluster_05,2025-12-13 07:30:00,22.51,21.62,54.74,65.46,144.57,31.59,205.43,6.82
cluster_06,2025-12-13 07:30:00,24.37,24.93,52.49,47.86,120.35,27.52,191.3,6.67
cluster_07,2025-12-13 07:30:00,,24.14,57.23,54.81,129.36,29.63,196.64,6.84
cluster_08,2025-12-13 07:30:00,23.36,22.17,59.89,54.58,132.83,29.63,,6.62
cluster_09,2025-12-13 07:30:00,24.12,22.14,59.4,54.4,134.04,29.16,198.39,6.85
cluster_10,2025-12-13 07:30:00,22.71,22.27,55.36,59.12,133.18,30.88,40.05,6.8
cluster_01,2025-12-13 08:00:00,23.52,24.26,52.83,54.32,129.86,30.27,200.55,6.72
cluster_02,2025-12-13 08:00:00,25.62,24.03,47.92,56.04,133.98,29.71,198.98,6.81
cluster_03,2025-12-13 08:00:00,23.51,23.57,52.08,58.12,135.25,,199.75,6.79
cluster_04,2025-12-13 08:00:00,23.57,23.09,55.81,58.97,,31.4,198.92,6.82
cluster_05,2025-12-13 08:00:00,22.79,22.98,54.02,64.75,141.84,32.23,202.61,6.87
cluster_06,2025-12-13 08:00:00,25.36,,53.57,45.6,119.16,27.62,190.51,6.64
cluster_07,2025-12-13 08:00:00,23.9,24.66,51.53,53.87,129.54,28.97,200.63,6.76
cluster_08,2025-12-13 08:00:00,24.62,24.15,,55.23,,29.63,198.88,6.86
cluster_09,2025-12-13 08:00:00,23.18,23.64,57.62,54.78,134.49,29.41,39.73,6.86
cluster_10,2025-12-13 08:00:00,23.4,24.06,55.73,58.43,133.48,29.78,201.25,6.85
cluster_01,2025-12-13 08:30:00,26.62,25.58,-51.04,55.6,131.34,28.8,195.89,6.81
cluster_02,2025-12-13 08:30:00,24.39,24.99,54.21,57.33,131.91,30.78,202.65,6.78
cluster_03,2025-12-13 08:30:00,23.81,23.71,53.57,55.72,135.4,30.57,202.49,6.85
cluster_04,2025-12-13 08:30:00,24.03,22.72,57.56,55.3,135.5,30.41,199.07,6.83
cluster_05,2025-12-13 08:30:00,24.97,23.5,54.69,62.4,140.26,31.66,203.27,6.82
cluster_06,2025-12-13 08:30:00,26.24,25.48,55.27,47.75,121.11,27.57,191.34,6.7
cluster_07,2025-12-13 08:30:00,24.93,25.18,53.21,52.5,130.26,29.45,196.64,6.77
cluster_08,2025-12-13 08:30:00,25.35,25.1,52.47,53.75,131.86,29.63,199.67,6.74
cluster_09,2025-12-13 08:30:00,25.19,23.63,51.63,53.59,133.0,29.07,197.73,6.81
cluster_10,2025-12-13 08:30:00,24.26,25.0,50.23,58.38,133.71,29.97,203.23,6.86
cluster_01,2025-12-13 09:00:00,26.06,26.32,49.68,55.32,130.56,28.52,200.18,6.85
cluster_02,2025-12-13 09:00:00,25.83,25.88,47.44,54.51,132.26,,203.5,6.74
cluster_03,2025-12-13 09:00:00,23.23,24.54,46.38,58.12,136.03,30.65,198.39,6.78
cluster_04,2025-12-13 09:00:00,124.26,25.08,52.21,58.17,135.74,30.51,201.93,6.83
cluster_05,2025-12-13 09:00:00,,24.49,50.77,64.92,142.6,31.27,203.96,6.86
cluster_06,2025-12-13 09:00:00,27.27,26.91,49.02,48.12,119.6,26.44,187.71,6.65
cluster_07,2025-12-13 09:00:00,27.03,26.14,49.1,52.17,130.39,29.28,196.43,6.77
cluster_08,2025-12-13 09:00:00,27.1,25.64,52.96,53.28,131.32,29.63,199.94,6.77
cluster_09,2025-12-13 09:00:00,25.92,26.45,54.16,55.5,134.11,29.86,198.08,6.75
cluster_10,2025-12-13 09:00:00,24.99,25.51,50.26,57.37,136.33,31.14,202.55,33.78
cluster_01,2025-12-13 09:30:00,28.41,27.64,52.01,53.43,133.42,28.97,199.62,6.83
cluster_02,2025-12-13 09:30:00,25.2,25.52,50.72,54.84,134.85,30.38,197.8,6.7
cluster_03,2025-12-13 09:30:00,26.88,25.62,45.87,57.91,135.97,30.42,201.78,6.81
cluster_04,2025-12-13 09:30:00,25.67,25.71,50.92,58.29,135.39,29.28,198.42,6.78
cluster_05,2025-12-13 09:30:00,25.32,24.95,50.11,66.3,140.65,32.41,,-6.88
cluster_06,2025-12-13 09:30:00,28.22,27.89,52.58,47.11,121.75,26.83,193.32,6.65
cluster_07,2025-12-13 09:30:00,28.74,27.16,49.98,53.97,128.15,28.38,197.28,6.8
cluster_08,2025-12-13 09:30:00,27.73,26.08,49.65,55.78,131.95,29.63,40.16,6.71
cluster_09,2025-12-13 09:30:00,26.72,26.44,50.0,54.09,26.57,28.98,203.4,6.78
cluster_10,2025-12-13 09:30:00,26.62,25.28,10.03,57.86,136.46,29.86,201.53,6.76
cluster_01,2025-12-13 10:00:00,27.11,27.75,48.11,56.21,130.84,29.23,197.27,6.79
cluster_02,2025-12-13 10:00:00,26.77,26.59,48.2,55.14,133.84,29.74,198.6,6.83
cluster_03,2025-12-13 10:00:00,26.01,27.0,46.41,59.04,-136.17,30.06,203.04,6.93
cluster_04,2025-12-13 10:00:00,26.97,26.7,46.63,57.46,133.82,29.67,200.37,6.82
cluster_05,2025-12-13 10:00:00,24.99,25.95,46.88,62.18,145.02,31.14,207.4,6.96
cluster_06,2025-12-13 10:00:00,29.31,29.32,42.6,48.55,,27.05,197.04,6.67
cluster_07,2025-12-13 10:00:00,27.05,5.66,47.95,53.61,129.97,27.81,195.03,6.79
cluster_08,2025-12-13 10:00:00,25.88,26.91,46.89,55.07,128.61,29.63,197.73,6.84
cluster_09,2025-12-13 10:00:00,26.67,27.8,51.88,55.97,135.06,30.06,197.54,6.75
cluster_10,2025-12-13 10:00:00,27.73,26.73,50.67,57.31,134.28,29.39,196.16,6.78
cluster_01,2025-12-13 10:30:00,27.72,27.93,48.83,52.97,130.86,29.67,201.4,6.87
cluster_02,2025-12-13 10:30:00,28.8,28.26,48.09,56.04,133.41,29.61,202.05,6.74
cluster_03,2025-12-13 10:30:00,27.25,26.31,47.4,57.74,133.85,30.43,201.2,6.75
cluster_04,2025-12-13 10:30:00,26.7,26.93,48.91,59.1,137.21,30.82,198.85,6.75
cluster_05,2025-12-13 10:30:00,137.83,25.24,45.53,64.61,141.76,31.08,204.43,6.87
