cluster_id,timestamp,x,y,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_09,2025-12-12 10:30:00,66.9,75.4,28.1,27.5,44.4,57.8,133.4,30.5,199.1,6.68
cluster_10,2025-12-12 10:30:00,88.9,71.7,26.9,27.3,43.4,59.8,133.0,29.8,200.2,6.87
cluster_01,2025-12-12 11:00:00,8.0,32.2,27.7,27.9,48.0,55.4,131.2,29.3,199.8,6.69
cluster_02,2025-12-12 11:00:00,33.7,26.6,27.3,27.6,45.2,58.3,132.9,29.5,199.0,6.82
cluster_03,2025-12-12 11:00:00,44.5,19.5,27.5,27.3,44.5,58.1,138.0,30.8,198.6,6.84
cluster_04,2025-12-12 11:00:00,62.9,30.9,27.2,27.3,46.9,60.9,136.6,30.2,200.5,6.81
cluster_05,2025-12-12 11:00:00,91.6,28.3,26.6,26.5,45.8,65.6,142.1,31.0,204.1,6.92
cluster_06,2025-12-12 11:00:00,2.3,82.5,29.6,29.5,45.7,46.6,120.2,26.7,193.1,6.71
cluster_07,2025-12-12 11:00:00,35.3,70.4,29.5,28.3,46.5,52.4,131.0,28.8,200.4,6.79
cluster_08,2025-12-12 11:00:00,44.9,69.9,28.4,28.0,48.4,54.8,131.3,29.6,200.4,6.82
cluster_09,2025-12-12 11:00:00,66.9,75.4,27.5,27.9,43.3,58.4,132.4,28.6,201.3,6.88
cluster_10,2025-12-12 11:00:00,88.9,71.7,27.8,27.5,43.2,58.3,134.6,30.8,198.5,6.84
cluster_01,2025-12-12 11:30:00,8.0,32.2,29.1,28.2,46.8,56.0,130.9,30.0,198.2,6.81
cluster_02,2025-12-12 11:30:00,33.7,26.6,27.7,27.7,44.4,55.7,133.4,29.3,196.7,6.83
cluster_03,2025-12-12 11:30:00,44.5,19.5,27.0,27.7,47.2,59.7,135.3,30.6,198.3,6.83
cluster_04,2025-12-12 11:30:00,62.9,30.9,27.5,27.5,46.5,60.3,137.0,30.7,201.0,6.85
cluster_05,2025-12-12 11:30:00,91.6,28.3,27.1,26.7,44.0,66.2,140.9,31.6,203.4,6.75
cluster_06,2025-12-12 11:30:00,2.3,82.5,30.7,29.7,45.0,46.5,118.7,26.8,193.2,6.78
cluster_07,2025-12-12 11:30:00,35.3,70.4,28.6,28.6,44.9,54.6,128.2,29.2,200.0,6.79
cluster_08,2025-12-12 11:30:00,44.9,69.9,28.0,28.2,44.9,55.4,130.9,29.3,199.0,6.73
cluster_09,2025-12-12 11:30:00,66.9,75.4,27.7,28.1,48.3,56.0,131.4,29.4,196.7,6.74
cluster_10,2025-12-12 11:30:00,88.9,71.7,28.1,27.6,46.9,58.7,134.5,29.5,198.6,6.86
cluster_01,2025-12-12 12:00:00,8.0,32.2,28.0,28.3,46.2,53.6,130.5,29.4,198.5,6.73
cluster_02,2025-12-12 12:00:00,33.7,26.6,28.4,27.9,44.2,58.7,133.7,29.9,203.4,6.81
cluster_03,2025-12-12 12:00:00,44.5,19.5,27.8,27.8,42.0,59.7,136.2,31.4,201.6,6.84
cluster_04,2025-12-12 12:00:00,62.9,30.9,28.2,27.3,45.6,60.3,138.1,30.4,201.4,6.84
cluster_05,2025-12-12 12:00:00,91.6,28.3,27.1,27.0,44.3,63.6,142.7,31.7,204.3,6.85
cluster_06,2025-12-12 12:00:00,2.3,82.5,30.0,29.9,42.5,48.2,120.6,28.5,191.7,6.69
cluster_07,2025-12-12 12:00:00,35.3,70.4,26.7,28.4,48.1,53.7,129.2,29.3,196.5,6.72
cluster_08,2025-12-12 12:00:00,44.9,69.9,29.0,28.4,45.8,56.3,134.5,29.2,198.9,6.85
cluster_09,2025-12-12 12:00:00,66.9,75.4,28.8,28.1,46.8,55.8,136.2,30.4,194.7,6.81
cluster_10,2025-12-12 12:00:00,88.9,71.7,27.5,27.7,44.4,59.9,134.4,30.1,199.2,6.73
cluster_01,2025-12-12 12:30:00,8.0,32.2,28.2,28.2,46.4,55.8,131.4,29.3,194.3,6.67
cluster_02,2025-12-12 12:30:00,33.7,26.6,27.7,27.9,43.3,55.7,135.1,30.4,202.7,6.82
cluster_03,2025-12-12 12:30:00,44.5,19.5,28.6,27.7,39.5,59.2,136.3,29.5,199.6,6.89
cluster_04,2025-12-12 12:30:00,62.9,30.9,27.2,27.3,43.5,58.4,136.2,31.0,201.3,6.76
cluster_05,2025-12-12 12:30:00,91.6,28.3,26.9,26.7,41.0,66.2,142.4,31.7,199.2,6.84
cluster_06,2025-12-12 12:30:00,2.3,82.5,29.7,29.9,42.9,47.0,119.2,27.6,191.1,6.76
cluster_07,2025-12-12 12:30:00,35.3,70.4,29.2,28.0,44.5,54.5,130.7,29.8,197.4,6.78
cluster_08,2025-12-12 12:30:00,44.9,69.9,28.2,28.3,44.2,56.1,131.5,29.9,200.3,6.89
cluster_09,2025-12-12 12:30:00,66.9,75.4,28.4,28.1,48.6,57.2,132.8,30.3,198.8,6.79
cluster_10,2025-12-12 12:30:00,88.9,71.7,27.8,27.6,44.0,58.7,135.0,30.3,196.6,6.82
cluster_01,2025-12-12 13:00:00,8.0,32.2,28.6,27.9,45.7,54.5,131.0,28.6,200.1,6.8
cluster_02,2025-12-12 13:00:00,33.7,26.6,28.6,27.8,48.9,58.4,134.4,29.9,197.3,6.89
cluster_03,2025-12-12 13:00:00,44.5,19.5,28.1,27.8,44.8,59.9,135.9,30.9,201.3,6.85
cluster_04,2025-12-12 13:00:00,62.9,30.9,26.6,27.1,46.2,59.3,136.7,30.9,201.9,6.88
cluster_05,2025-12-12 13:00:00,91.6,28.3,27.1,26.5,47.6,65.1,143.1,32.1,200.3,6.82
cluster_06,2025-12-12 13:00:00,2.3,82.5,29.3,29.4,47.6,46.6,119.7,27.7,192.0,6.69
cluster_07,2025-12-12 13:00:00,35.3,70.4,28.1,27.8,44.0,55.8,130.7,28.8,198.9,6.66
cluster_08,2025-12-12 13:00:00,44.9,69.9,28.4,28.1,47.5,54.9,132.7,29.2,198.0,6.81
cluster_09,2025-12-12 13:00:00,66.9,75.4,27.9,28.0,46.8,57.1,132.6,30.0,200.2,6.79
cluster_10,2025-12-12 13:00:00,88.9,71.7,27.6,27.6,44.2,58.6,136.2,29.3,198.2,6.8
cluster_01,2025-12-12 13:30:00,8.0,32.2,27.2,27.8,44.7,55.7,132.1,29.7,199.0,6.91
cluster_02,2025-12-12 13:30:00,33.7,26.6,27.2,27.5,45.9,58.5,134.4,30.7,201.3,6.86
cluster_03,2025-12-12 13:30:00,44.5,19.5,27.1,27.4,47.6,57.6,135.6,30.8,198.9,6.77
cluster_04,2025-12-12 13:30:00,62.9,30.9,27.0,26.5,48.9,59.0,135.4,29.7,202.8,6.83
cluster_05,2025-12-12 13:30:00,91.6,28.3,25.4,26.2,47.1,66.2,142.5,32.1,205.2,6.87
cluster_06,2025-12-12 13:30:00,2.3,82.5,29.7,29.3,47.3,46.8,120.4,27.4,193.3,6.73
cluster_07,2025-12-12 13:30:00,35.3,70.4,27.6,27.8,48.3,51.7,129.4,29.8,199.7,6.79
cluster_08,2025-12-12 13:30:00,44.9,69.9,28.1,27.4,47.3,54.7,130.4,30.0,195.0,6.68
cluster_09,2025-12-12 13:30:00,66.9,75.4,27.8,27.6,45.7,57.2,133.1,29.5,199.6,6.84
cluster_10,2025-12-12 13:30:00,88.9,71.7,27.0,27.2,46.7,58.4,134.5,29.6,197.2,6.9
cluster_01,2025-12-12 14:00:00,8.0,32.2,27.5,27.2,47.8,54.4,131.1,29.6,200.3,6.78
cluster_02,2025-12-12 14:00:00,33.7,26.6,27.0,26.9,50.1,56.2,135.0,29.2,198.9,6.81
cluster_03,2025-12-12 14:00:00,44.5,19.5,27.2,26.6,50.1,60.4,136.1,29.8,201.0,6.89
cluster_04,2025-12-12 14:00:00,62.9,30.9,26.4,26.1,46.5,58.3,135.7,30.7,201.9,6.83
cluster_05,2025-12-12 14:00:00,91.6,28.3,26.0,25.6,46.1,65.0,142.2,31.3,206.1,6.9
cluster_06,2025-12-12 14:00:00,2.3,82.5,28.4,29.0,49.8,48.1,119.3,26.3,194.1,6.7
cluster_07,2025-12-12 14:00:00,35.3,70.4,27.4,27.3,49.5,53.2,128.8,28.7,199.5,6.8
cluster_08,2025-12-12 14:00:00,44.9,69.9,26.9,27.0,46.1,56.2,131.7,30.1,199.8,6.76
cluster_09,2025-12-12 14:00:00,66.9,75.4,27.1,27.1,50.3,58.3,132.7,29.3,201.7,6.88
cluster_10,2025-12-12 14:00:00,88.9,71.7,28.0,26.9,47.2,57.6,134.9,30.0,202.9,6.86
cluster_01,2025-12-12 14:30:00,8.0,32.2,27.4,26.6,47.8,53.3,131.1,30.4,192.5,6.82
cluster_02,2025-12-12 14:30:00,33.7,26.6,26.8,26.0,52.2,56.9,134.0,30.0,200.4,6.85
cluster_03,2025-12-12 14:30:00,44.5,19.5,25.9,25.8,48.2,60.2,133.2,30.8,203.3,6.9
cluster_04,2025-12-12 14:30:00,62.9,30.9,25.5,25.8,53.3,59.7,136.6,30.3,202.0,6.82
cluster_05,2025-12-12 14:30:00,91.6,28.3,25.5,24.7,52.9,62.5,141.5,31.3,202.2,6.92
cluster_06,2025-12-12 14:30:00,2.3,82.5,29.2,28.6,49.8,46.8,120.0,27.3,194.6,6.7
cluster_07,2025-12-12 14:30:00,35.3,70.4,26.8,26.6,49.5,53.6,130.5,29.7,197.4,6.81
cluster_08,2025-12-12 14:30:00,44.9,69.9,25.6,26.4,46.8,54.8,131.9,28.7,196.6,6.82
cluster_09,2025-12-12 14:30:00,66.9,75.4,26.8,26.5,49.1,56.4,133.1,29.4,200.2,6.81
cluster_10,2025-12-12 14:30:00,88.9,71.7,25.9,26.3,48.6,58.0,135.5,29.6,201.4,6.78
cluster_01,2025-12-12 15:00:00,8.0,32.2,25.3,26.0,52.8,53.5,130.6,29.2,202.5,6.79
cluster_02,2025-12-12 15:00:00,33.7,26.6,24.9,25.2,52.9,56.2,134.5,29.3,200.5,6.75
cluster_03,2025-12-12 15:00:00,44.5,19.5,24.6,25.3,50.0,59.4,136.4,30.4,201.8,6.98
cluster_04,2025-12-12 15:00:00,62.9,30.9,25.2,25.1,49.8,58.7,137.6,30.5,197.9,6.8
cluster_05,2025-12-12 15:00:00,91.6,28.3,23.8,24.1,51.0,64.8,142.5,31.1,203.5,6.89
cluster_06,2025-12-12 15:00:00,2.3,82.5,28.5,27.8,51.1,47.2,118.6,27.7,191.9,6.69
cluster_07,2025-12-12 15:00:00,35.3,70.4,26.6,25.9,52.2,55.3,130.7,29.4,195.1,6.75
cluster_08,2025-12-12 15:00:00,44.9,69.9,26.1,25.7,47.9,55.5,132.5,30.1,196.9,6.76
cluster_09,2025-12-12 15:00:00,66.9,75.4,25.7,25.6,51.3,56.8,134.2,30.5,198.1,6.83
cluster_10,2025-12-12 15:00:00,88.9,71.7,26.1,25.6,53.6,57.3,135.3,29.7,201.8,6.83
cluster_01,2025-12-12 15:30:00,8.0,32.2,25.4,25.3,52.5,55.1,130.9,29.4,198.0,6.78
cluster_02,2025-12-12 15:30:00,33.7,26.6,24.0,24.5,52.0,57.0,134.0,30.1,199.4,6.82
cluster_03,2025-12-12 15:30:00,44.5,19.5,24.2,24.4,55.1,60.4,135.8,30.1,199.8,6.76
cluster_04,2025-12-12 15:30:00,62.9,30.9,24.8,24.4,52.9,59.9,136.2,30.1,201.2,6.84
cluster_05,2025-12-12 15:30:00,91.6,28.3,22.9,23.2,50.8,66.0,143.1,32.0,204.6,6.85
cluster_06,2025-12-12 15:30:00,2.3,82.5,26.9,27.2,49.4,47.3,120.7,26.7,193.4,6.77
cluster_07,2025-12-12 15:30:00,35.3,70.4,24.7,25.2,52.7,52.1,128.4,28.6,195.6,6.79
cluster_08,2025-12-12 15:30:00,44.9,69.9,25.2,25.0,53.2,55.6,129.3,30.6,198.8,6.85
cluster_09,2025-12-12 15:30:00,66.9,75.4,25.2,24.8,52.7,55.3,132.8,29.4,194.6,6.81
cluster_10,2025-12-12 15:30:00,88.9,71.7,24.6,24.6,55.9,58.0,134.1,29.9,201.4,6.82
cluster_01,2025-12-12 16:00:00,8.0,32.2,24.6,24.2,53.3,55.3,131.3,29.4,200.5,6.83
cluster_02,2025-12-12 16:00:00,33.7,26.6,23.2,23.5,55.8,56.9,134.4,30.4,198.3,6.89
cluster_03,2025-12-12 16:00:00,44.5,19.5,24.6,23.6,51.3,56.9,135.5,29.9,201.2,6.83
cluster_04,2025-12-12 16:00:00,62.9,30.9,23.7,23.8,53.7,58.1,136.3,31.3,202.0,6.85
cluster_05,2025-12-12 16:00:00,91.6,28.3,22.4,22.4,56.7,64.1,141.2,32.3,205.4,6.9
cluster_06,2025-12-12 16:00:00,2.3,82.5,25.9,26.3,54.5,45.4,121.8,27.6,194.8,6.67
cluster_07,2025-12-12 16:00:00,35.3,70.4,24.1,24.5,55.5,55.7,128.3,29.2,198.1,6.84
cluster_08,2025-12-12 16:00:00,44.9,69.9,24.6,24.3,56.1,55.7,132.2,29.7,198.6,6.82
cluster_09,2025-12-12 16:00:00,66.9,75.4,23.4,23.8,49.1,58.4,131.8,29.8,198.8,6.85
cluster_10,2025-12-12 16:00:00,88.9,71.7,23.4,23.9,51.8,55.7,134.8,30.4,200.5,6.83
cluster_01,2025-12-12 16:30:00,8.0,32.2,23.9,23.3,56.7,54.1,129.3,30.1,196.2,6.77
cluster_02,2025-12-12 16:30:00,33.7,26.6,23.7,23.0,57.3,58.0,133.6,29.7,198.5,6.79
cluster_03,2025-12-12 16:30:00,44.5,19.5,22.7,22.8,56.6,58.1,137.7,29.9,200.2,6.71
cluster_04,2025-12-12 16:30:00,62.9,30.9,22.9,22.9,57.8,60.9,136.1,30.9,202.5,6.74
cluster_05,2025-12-12 16:30:00,91.6,28.3,21.5,21.5,58.1,64.5,142.5,31.4,199.9,6.89
cluster_06,2025-12-12 16:30:00,2.3,82.5,25.5,25.1,57.3,45.8,122.9,27.5,195.2,6.67
cluster_07,2025-12-12 16:30:00,35.3,70.4,23.9,23.5,59.7,53.9,129.7,29.0,198.3,6.84
cluster_08,2025-12-12 16:30:00,44.9,69.9,23.3,23.5,58.6,56.2,130.8,29.8,196.0,6.75
cluster_09,2025-12-12 16:30:00,66.9,75.4,22.9,22.9,60.6,55.9,132.7,29.3,201.3,6.77
cluster_10,2025-12-12 16:30:00,88.9,71.7,23.0,22.9,58.0,58.4,135.3,29.9,203.1,6.76
cluster_01,2025-12-12 17:00:00,8.0,32.2,21.9,22.4,60.6,55.6,129.6,29.3,199.5,6.8
cluster_02,2025-12-12 17:00:00,33.7,26.6,21.8,22.2,58.0,58.5,131.7,28.7,198.1,6.76
cluster_03,2025-12-12 17:00:00,44.5,19.5,21.7,22.1,60.2,57.8,135.0,31.3,200.7,6.85
cluster_04,2025-12-12 17:00:00,62.9,30.9,22.6,21.9,56.3,58.3,136.0,30.1,199.7,6.8
cluster_05,2025-12-12 17:00:00,91.6,28.3,21.2,20.6,60.6,64.7,142.6,31.5,202.2,6.93
cluster_06,2025-12-12 17:00:00,2.3,82.5,24.5,24.0,63.7,47.6,120.2,28.1,192.7,6.81
cluster_07,2025-12-12 17:00:00,35.3,70.4,23.0,22.6,61.1,53.6,130.1,29.3,195.4,6.77
cluster_08,2025-12-12 17:00:00,44.9,69.9,22.2,22.4,59.6,54.1,132.3,30.0,199.1,6.79
cluster_09,2025-12-12 17:00:00,66.9,75.4,21.9,21.8,60.8,55.9,132.4,30.1,198.5,6.85
cluster_10,2025-12-12 17:00:00,88.9,71.7,22.3,22.2,58.3,57.8,133.6,30.6,199.0,6.83
cluster_01,2025-12-12 17:30:00,8.0,32.2,20.8,21.4,61.3,53.3,131.7,29.5,196.2,6.8
cluster_02,2025-12-12 17:30:00,33.7,26.6,22.3,21.3,63.0,58.5,134.0,30.1,198.2,6.77
cluster_03,2025-12-12 17:30:00,44.5,19.5,20.7,21.1,63.3,59.3,135.3,30.3,200.0,6.79
cluster_04,2025-12-12 17:30:00,62.9,30.9,20.5,20.8,61.3,59.4,136.8,29.8,199.8,6.81
cluster_05,2025-12-12 17:30:00,91.6,28.3,19.5,19.6,61.5,62.0,141.6,32.3,203.3,6.92
cluster_06,2025-12-12 17:30:00,2.3,82.5,22.5,22.9,63.8,46.5,120.9,26.9,192.4,6.75
cluster_07,2025-12-12 17:30:00,35.3,70.4,22.0,21.6,62.1,53.5,129.2,28.9,197.7,6.78
cluster_08,2025-12-12 17:30:00,44.9,69.9,22.4,21.4,60.1,53.4,130.9,29.4,200.7,6.74
cluster_09,2025-12-12 17:30:00,66.9,75.4,21.0,20.9,63.0,55.9,134.3,29.4,199.3,6.85
cluster_10,2025-12-12 17:30:00,88.9,71.7,21.4,21.5,61.9,57.6,136.0,29.6,200.4,6.8
cluster_01,2025-12-12 18:00:00,8.0,32.2,20.7,20.3,63.4,54.9,131.1,29.6,197.1,6.75
cluster_02,2025-12-12 18:00:00,33.7,26.6,19.7,20.3,62.6,56.6,135.5,30.2,199.8,6.75
cluster_03,2025-12-12 18:00:00,44.5,19.5,20.7,20.3,64.0,57.5,137.6,30.7,200.3,6.91
cluster_04,2025-12-12 18:00:00,62.9,30.9,19.8,19.7,62.8,59.9,135.0,30.2,199.9,6.84
cluster_05,2025-12-12 18:00:00,91.6,28.3,18.4,18.8,65.9,66.5,141.8,31.9,205.4,6.88
cluster_06,2025-12-12 18:00:00,2.3,82.5,21.6,21.8,68.1,48.3,118.3,26.6,193.2,6.59
cluster_07,2025-12-12 18:00:00,35.3,70.4,20.2,20.5,67.7,53.2,130.2,28.9,198.8,6.83
cluster_08,2025-12-12 18:00:00,44.9,69.9,19.6,20.3,63.6,54.7,131.1,29.6,196.6,6.78
cluster_09,2025-12-12 18:00:00,66.9,75.4,19.7,19.8,64.9,55.5,134.1,29.7,200.1,6.85
cluster_10,2025-12-12 18:00:00,88.9,71.7,20.7,20.5,65.6,58.1,136.1,29.4,201.7,6.83
cluster_01,2025-12-12 18:30:00,8.0,32.2,19.5,19.4,68.1,53.7,130.8,29.4,202.1,6.83
cluster_02,2025-12-12 18:30:00,33.7,26.6,19.0,19.5,70.0,56.9,135.0,30.2,198.5,6.76
cluster_03,2025-12-12 18:30:00,44.5,19.5,19.5,19.3,67.7,59.2,134.8,29.9,201.1,6.78
cluster_04,2025-12-12 18:30:00,62.9,30.9,18.4,18.4,67.9,58.5,137.8,30.6,202.1,6.88
cluster_05,2025-12-12 18:30:00,91.6,28.3,17.4,17.7,67.1,63.9,142.6,31.8,209.0,6.84
cluster_06,2025-12-12 18:30:00,2.3,82.5,20.2,20.7,68.8,48.1,121.6,27.0,190.6,6.68
cluster_07,2025-12-12 18:30:00,35.3,70.4,19.1,19.5,62.9,54.7,128.8,29.7,195.3,6.69
cluster_08,2025-12-12 18:30:00,44.9,69.9,19.6,19.3,69.9,57.1,131.7,28.9,201.4,6.76
cluster_09,2025-12-12 18:30:00,66.9,75.4,18.9,18.9,67.9,55.4,133.0,28.9,197.2,6.76
cluster_10,2025-12-12 18:30:00,88.9,71.7,20.3,19.4,67.2,56.4,134.0,31.0,197.5,6.78
cluster_01,2025-12-12 19:00:00,8.0,32.2,18.5,18.5,70.7,54.3,131.0,29.1,197.9,6.77
cluster_02,2025-12-12 19:00:00,33.7,26.6,18.7,18.5,69.2,55.4,135.1,30.6,201.3,6.79
cluster_03,2025-12-12 19:00:00,44.5,19.5,18.8,18.3,65.2,59.8,135.1,29.9,198.7,6.73
cluster_04,2025-12-12 19:00:00,62.9,30.9,17.2,17.4,72.2,59.9,135.8,30.5,203.1,6.79
cluster_05,2025-12-12 19:00:00,91.6,28.3,17.3,16.7,71.3,65.3,141.2,31.0,203.5,6.85
cluster_06,2025-12-12 19:00:00,2.3,82.5,20.0,19.7,68.8,47.9,120.8,27.9,192.5,6.61
cluster_07,2025-12-12 19:00:00,35.3,70.4,18.3,18.5,74.3,52.5,127.4,29.0,199.8,6.75
cluster_08,2025-12-12 19:00:00,44.9,69.9,17.9,18.1,69.2,57.3,130.9,29.6,195.7,6.84
cluster_09,2025-12-12 19:00:00,66.9,75.4,17.3,17.9,69.0,55.6,131.6,28.9,200.5,6.79
cluster_10,2025-12-12 19:00:00,88.9,71.7,18.0,18.3,70.6,59.8,134.9,29.7,206.4,6.78
cluster_01,2025-12-12 19:30:00,8.0,32.2,17.5,17.5,71.6,54.9,131.3,29.4,198.7,6.74
cluster_02,2025-12-12 19:30:00,33.7,26.6,17.9,17.7,73.1,56.2,135.3,29.4,202.9,6.73
cluster_03,2025-12-12 19:30:00,44.5,19.5,16.6,17.0,71.3,59.1,135.5,30.8,198.6,6.79
cluster_04,2025-12-12 19:30:00,62.9,30.9,16.3,16.4,73.9,57.8,137.2,31.1,200.3,6.8
cluster_05,2025-12-12 19:30:00,91.6,28.3,15.7,15.8,68.8,64.7,142.7,31.9,201.2,6.85
cluster_06,2025-12-12 19:30:00,2.3,82.5,19.2,18.7,72.9,49.0,119.6,26.2,194.3,6.66
cluster_07,2025-12-12 19:30:00,35.3,70.4,17.7,17.4,69.2,53.9,129.1,29.4,196.8,6.84
cluster_08,2025-12-12 19:30:00,44.9,69.9,17.1,17.2,72.9,57.1,131.5,29.8,203.0,6.89
cluster_09,2025-12-12 19:30:00,66.9,75.4,17.4,16.8,73.9,54.7,131.7,29.7,202.6,6.81
cluster_10,2025-12-12 19:30:00,88.9,71.7,16.5,17.2,74.0,57.7,135.3,29.4,200.2,6.87
cluster_01,2025-12-12 20:00:00,8.0,32.2,16.1,16.5,74.1,54.0,130.4,29.9,200.1,6.81
cluster_02,2025-12-12 20:00:00,33.7,26.6,17.0,16.9,75.6,58.0,134.2,30.3,198.7,6.8
cluster_03,2025-12-12 20:00:00,44.5,19.5,15.9,16.1,75.9,58.7,136.5,29.6,197.9,6.72
cluster_04,2025-12-12 20:00:00,62.9,30.9,15.4,15.8,70.3,60.5,135.2,30.8,202.9,6.8
cluster_05,2025-12-12 20:00:00,91.6,28.3,14.7,15.1,74.1,66.0,141.4,31.1,204.8,6.87
cluster_06,2025-12-12 20:00:00,2.3,82.5,17.2,17.8,75.5,47.0,121.3,26.1,194.1,6.55
cluster_07,2025-12-12 20:00:00,35.3,70.4,17.4,16.6,73.7,53.2,129.5,28.9,200.1,6.82
cluster_08,2025-12-12 20:00:00,44.9,69.9,16.1,16.2,72.8,55.0,130.8,29.8,198.0,6.71
cluster_09,2025-12-12 20:00:00,66.9,75.4,16.1,15.9,72.4,55.3,132.9,29.0,198.9,6.73
cluster_10,2025-12-12 20:00:00,88.9,71.7,16.1,16.0,75.6,57.7,134.1,29.2,200.5,6.76
cluster_01,2025-12-12 20:30:00,8.0,32.2,15.7,15.6,77.6,54.4,130.2,28.8,199.3,6.74
cluster_02,2025-12-12 20:30:00,33.7,26.6,15.7,15.9,76.7,58.6,134.3,30.6,200.4,6.85
cluster_03,2025-12-12 20:30:00,44.5,19.5,14.1,14.9,75.2,57.4,135.8,30.1,197.5,6.86
cluster_04,2025-12-12 20:30:00,62.9,30.9,15.0,15.0,81.3,59.0,137.1,30.9,201.3,6.78
cluster_05,2025-12-12 20:30:00,91.6,28.3,13.9,14.0,80.6,65.1,143.4,31.0,206.6,6.89
cluster_06,2025-12-12 20:30:00,2.3,82.5,16.8,16.8,75.3,47.7,119.8,27.2,192.3,6.7
cluster_07,2025-12-12 20:30:00,35.3,70.4,14.7,15.7,77.1,52.8,129.2,29.9,196.5,6.79
cluster_08,2025-12-12 20:30:00,44.9,69.9,15.0,15.6,77.8,53.4,130.1,30.1,199.1,6.69
cluster_09,2025-12-12 20:30:00,66.9,75.4,14.4,15.2,77.5,58.0,133.2,30.8,197.0,6.87
cluster_10,2025-12-12 20:30:00,88.9,71.7,14.9,15.0,75.9,56.8,135.2,30.6,202.7,6.76
cluster_01,2025-12-12 21:00:00,8.0,32.2,14.9,15.0,76.2,55.8,131.1,29.4,198.6,6.78
cluster_02,2025-12-12 21:00:00,33.7,26.6,14.9,15.0,80.3,55.7,133.5,29.1,200.9,6.76
cluster_03,2025-12-12 21:00:00,44.5,19.5,14.9,14.1,79.3,57.5,134.3,30.3,198.2,6.71
cluster_04,2025-12-12 21:00:00,62.9,30.9,15.2,14.2,79.7,58.4,137.1,30.6,200.8,6.81
cluster_05,2025-12-12 21:00:00,91.6,28.3,13.8,13.4,77.6,64.5,144.7,31.4,204.2,6.92
cluster_06,2025-12-12 21:00:00,2.3,82.5,15.6,16.0,78.4,46.5,119.6,26.9,193.3,6.65
cluster_07,2025-12-12 21:00:00,35.3,70.4,14.9,14.7,78.8,56.1,128.3,28.7,195.5,6.69
cluster_08,2025-12-12 21:00:00,44.9,69.9,14.9,14.9,78.2,52.8,133.0,29.1,195.0,6.77
cluster_09,2025-12-12 21:00:00,66.9,75.4,14.1,14.3,80.3,56.8,132.5,28.7,199.1,6.79
cluster_10,2025-12-12 21:00:00,88.9,71.7,14.7,14.6,77.9,57.8,134.8,29.9,202.0,6.81
cluster_01,2025-12-12 21:30:00,8.0,32.2,13.7,14.4,78.1,54.2,129.9,29.0,199.0,6.78
cluster_02,2025-12-12 21:30:00,33.7,26.6,13.9,14.1,79.9,56.3,133.8,30.1,200.8,6.88
cluster_03,2025-12-12 21:30:00,44.5,19.5,12.8,13.3,81.8,59.6,135.1,30.3,201.0,6.82
cluster_04,2025-12-12 21:30:00,62.9,30.9,13.0,13.6,79.3,58.6,136.8,29.7,200.6,6.86
cluster_05,2025-12-12 21:30:00,91.6,28.3,12.1,12.7,79.7,63.8,141.5,31.3,202.2,6.88
cluster_06,2025-12-12 21:30:00,2.3,82.5,15.1,15.4,80.5,49.5,120.5,27.1,191.2,6.71
cluster_07,2025-12-12 21:30:00,35.3,70.4,13.6,14.0,82.9,53.9,127.6,28.7,196.7,6.77
cluster_08,2025-12-12 21:30:00,44.9,69.9,14.7,14.2,83.0,54.5,130.6,29.3,198.7,6.71
cluster_09,2025-12-12 21:30:00,66.9,75.4,14.0,13.6,80.5,56.9,132.4,29.3,194.8,6.81
cluster_10,2025-12-12 21:30:00,88.9,71.7,12.9,13.9,78.0,59.1,133.2,29.9,200.3,6.77
cluster_01,2025-12-12 22:00:00,8.0,32.2,14.4,13.7,80.9,55.6,131.3,29.9,203.1,6.84
cluster_02,2025-12-12 22:00:00,33.7,26.6,13.5,13.3,84.1,56.9,134.7,29.7,200.0,6.83
cluster_03,2025-12-12 22:00:00,44.5,19.5,13.0,12.9,81.6,59.1,135.0,30.2,198.9,6.71
cluster_04,2025-12-12 22:00:00,62.9,30.9,12.5,13.0,82.6,59.7,135.4,30.3,202.6,6.77
cluster_05,2025-12-12 22:00:00,91.6,28.3,12.5,12.2,81.4,65.4,142.8,31.5,205.9,6.88
cluster_06,2025-12-12 22:00:00,2.3,82.5,15.3,14.8,85.5,49.0,119.0,27.6,194.3,6.62
cluster_07,2025-12-12 22:00:00,35.3,70.4,12.9,13.7,80.2,54.1,128.9,29.8,197.4,6.74
cluster_08,2025-12-12 22:00:00,44.9,69.9,13.6,13.7,83.9,54.9,131.7,30.5,199.3,6.79
cluster_09,2025-12-12 22:00:00,66.9,75.4,13.0,13.2,83.1,57.2,132.3,29.7,200.0,6.77
cluster_10,2025-12-12 22:00:00,88.9,71.7,14.2,13.2,80.6,58.7,135.1,30.0,200.4,6.77
cluster_01,2025-12-12 22:30:00,8.0,32.2,13.3,13.3,83.1,53.6,129.2,28.6,198.2,6.81
cluster_02,2025-12-12 22:30:00,33.7,26.6,12.3,12.7,80.8,57.2,135.3,29.9,201.4,6.86
cluster_03,2025-12-12 22:30:00,44.5,19.5,11.8,12.2,83.8,58.2,135.5,30.5,201.7,6.8
cluster_04,2025-12-12 22:30:00,62.9,30.9,12.2,12.3,83.8,58.3,136.7,31.0,201.7,6.85
